"字段1"
"劳务派遣人员招聘启事（派遣至浙江大学中国科教战略研究院） 2018-05-23"
"研究生院关于公布第四届浙江大学研究生国际暑期学校批准项目的通知 2018-05-23"
"研究生院关于公布第三届浙江大学研究生国际工作坊批准项目的通知 2018-05-23"
"关于开展江苏省第十一批“科技镇长团”成员选派工作的通知 2018-05-23"
"劳务派遣人员招聘启事（派遣至浙江大学爱丁堡大学联合学院） 2018-05-23"
"劳务派遣人员招聘启事（派遣至浙江大学国际教育学院） 2018-05-23"
"劳务派遣人员招聘启事（派遣至浙江大学药学院方伟杰老师课题组） 2018-05-23"
"劳务派遗人员招聘启事（派遣至浙江大学新农村发展研究院） 2018-05-23"
"后勤集团水电中心关于玉泉校区部分区域5月26-27日停水的通知 2018-05-23"
"关于对浙江大学能源工程学院原院长骆仲泱同志离任经济责任进行审计的通告 2018-05-23"
"关于公布本科实验教学自制设备立项项目验收结果的通知 2018-05-23"
"浙江大学2018年拟录用人员名单公示（九） 2018-05-22"
"科研院关于召开浙江大学西湖学术论坛第183次会议— “材料工程前沿和磁性材料”研讨会的通知 2018-05-22"
"社科院关于做好2018年度市决咨委、市社科规划办“决策咨询研究”专项课题申报工作的通知 2018-05-22"
"劳务派遣人员招聘启事（派遣至浙江大学伊利诺伊大学联合学院） 2018-05-22"
"关于举办省政协“新时代法治进校园”活动的通知  2018-05-22"
"劳务派遣人员招聘启事（派遣至浙江大学医学院钱鹏旭研究员实验室） 2018-05-22"
"劳务派遣人员招聘启事（派遣至浙江大学公共管理学院） 2018-05-22"
"劳务派遣人员招聘启事（派遣至浙江大学医学院公共卫生系周舟教授课题组） 2018-05-22"
"关于对浙江大学继续教育学院原院长兼成人教育学院、远程教育学院原院长和全国干部教育培训浙江大学基地原常务副主任何钦铭同志离任经济责任进行审计的通告 2018-05-21"
"关于做好2018年浙江省省级优秀教师暨浙江省高校优秀教师候选人推荐工作的通知 2018-05-21"
"社科院关于申报2018年浙江省哲社规划“地方立法”专项课题的通知 2018-05-21"
"中共浙江大学委员会  浙江大学印发《面向2035：浙江大学哲学社会科学繁荣计划》的通知  2018-05-21"
"关于对浙江大学离退休工作处原处长兼离休党工委书记王庆文同志离任经济责任进行审计的通告 2018-05-21"
"科研院关于核对2016年知识产权基金拟资助清单的通知 2018-05-21"
"关于公示浙江大学申报2018年网络安全优秀教师奖推荐候选人的通知 2018-05-21"
"信息技术中心关于西溪校区网络服务前台搬迁的通知 2018-05-21"
"中共浙江大学委员会办公室   浙江大学校长办公室印发《浙江大学关于加快推进文科发展若干意见责任分解方案》的通知 2018-05-21"
"社科院关于开展2016、2017年度教育部人文社会科学研究专项任务项目（工程科技人才培养研究）中期检查工作的通知 2018-05-18"
"劳务派遣人员招聘启事（派遣至浙江大学机器人研究院） 2018-05-18"
"劳务派遣人员招聘启事（派遣至浙江大学物理学系） 2018-05-18"
"关于举办“未来‘浙’里•我们在一起”单身教职工交友活动的通知 2018-05-18"
"浙江大学关于刘志红等职务任免的通知  2018-05-18"
"会计核算中心经费认领公告 2018-05-18"
"第三届“求是杯”国际诗歌创作与翻译大赛征文通知（更新） 2018-05-17"
"浙江大学关于成立浙江大学工业节能与绿色发展评价中心及负责人任命的通知 2018-05-17"
"关于调整财政科研项目间接费用相关规定的通知 2018-05-17"
"科研院转发浙江省科学技术协会“关于开展浙江省科普教育基地认定及复审工作的通知” 2018-05-17"
"关于举行浙江大学庆祝建校121周年暨“太阳颂”文琴民族管弦乐团专场音乐会的通知 2018-05-17"
"关于举行浙江省第七届大学生统计调查方案设计大赛选拔赛的通知 2018-05-17"
"关于举行第五届浙江大学大学生工程训练综合能力竞赛的通知 2018-05-17"
"浙江大学关于聘任全军特种损伤防治药物重点实验室负责人的通知 2018-05-17"
"浙江大学关于浙江大学创新药物研究中心负责人调整的通知 2018-05-17"
"浙江大学关于调整浙江大学语言文字工作委员会成员的通知 2018-05-17"
"浙江大学校长办公室关于公布2017年招生就业工作先进集体及先进个人获奖名单的通知 2018-05-17"
"关于公布八届一次教代会校领导领办提案的通知 2018-05-17"
"关于举办院系团学工作信息员、网络宣传员培训会的通知  2018-05-17"
"关于组织开展2018年“中国电信奖学金” 暨“践行社会主义核心价值观先进个人” 遴选寻访活动的通知  2018-05-17"
"浙江大学关于罗泳江等任职的通知 2018-05-17"
"中共浙江大学委员会关于成立中共浙江大学新农村发展研究院直属总支部委员会的通知 2018-05-17"
"中共浙江大学委员会关于王晓燕等同志任职的通知 2018-05-17"
"浙江大学关于聘任计算机辅助设计与图形学等国家重点实验室副主任和学术委员会成员的通知 2018-05-17"
"浙江大学关于成立浙江大学财税大数据与政策研究中心及负责人任命的通知  2018-05-17"
"关于开展校园交通合理化建议“金点子”征集活动的通知 2018-05-17"
"浙江大学关于杨卫任浙江大学发展委员会主席的通知 2018-05-16"
"浙江大学印发《浙江大学学术不端行为查处细则》的通知 2018-05-16"
"浙江大学关于授权各部门、学院（系）、单位以本单位名义对外签订合同的通知 2018-05-16"
"浙江大学印发《浙江大学“双一流”建设项目管理办法（暂行）》的通知 2018-05-16"
"浙江大学关于加快推进文科发展的若干意见 2018-05-16"
"浙江大学关于浙江大学心理科学研究中心负责人调整的通知 2018-05-16"
"社科院关于第七届钱端升法学研究成果奖暨第七届“中国法治论坛”申报公告 2018-05-16"
"社科院关于申报2018年度国家民委办公厅国家民委民族研究后期资助项目的通知 2018-05-16"
"劳务派遣人员招聘启事（派遣至浙江大学爱丁堡大学联合学院） 2018-05-16"
"劳务派遣人员招聘启事(派遣至浙江大学爱丁堡大学联合学院) 2018-05-16"
"劳务派遣人员招聘启事（派遣至浙江大学化工学院） 2018-05-16"
"劳务派遣人员招聘启事（派遣至浙江大学物理学系） 2018-05-16"
"劳务派遣人员招聘启事（派遣至浙江大学建筑工程学院市政工程研究所） 2018-05-16"
"浙江大学关于成立浙江大学本科教学审核评估领导小组及下属工作机构的通知 2018-05-16"
"浙江大学关于聘请马列等10位同志为学校特邀监察员的通知 2018-05-16"
"关于对浙江大学信息与电子工程学院原院长章献民同志离任经济责任进行审计的通告 2018-05-16"
"关于对浙江大学发展规划处原处长刘继荣同志离任经济责任进行审计的通告 2018-05-16"
"关于组织申报浙江省新型重点专业智库的通知 2018-05-16"
"关于对浙江大学国际教育学院原院长王立同志离任经济责任进行审计的通告 2018-05-16"
"关于对浙江大学党委研究生工作部原部长兼研究生工作处原处长吕淼华同志离任经济责任进行审计的通告 2018-05-16"
"关于举行浙江大学第四届学生人文社会科学研究优秀成果奖答辩暨颁奖典礼的通知 2018-05-15"
"关于举办浙江大学生命科学研究院2018年实验室开放日暨招生宣讲会的通知 2018-05-15"
"会计核算中心经费认领公告 2018-05-15"
"劳务派遣人员招聘启事（派遣至浙江大学信电学院金晓峰老师课题组） 2018-05-15"
"关于举办浙江大学基础医学院2018年实验室开放日暨招生宣讲会的通知 2018-05-15"
"办事大厅管理中心关于公安专窗5月16日暂停办理业务的温馨提醒 2018-05-15"
"社科院关于开展第四届全国民族研究优秀成果奖评选工作的通知 2018-05-15"
"社科院关于第二十届“安子介国际贸易研究奖”评奖工作的通知  2018-05-15"
"中共浙江大学委员会办公室   浙江大学校长办公室关于调整浙江大学医院管理委员会负责人的通知 2018-05-15"
"“一流管理，服务师生”——浙江大学管理服务类调研报告（论文）征集启事 2018-05-15"
"劳务派遣人员招聘启事（派遣至浙江大学生命科学研究院） 2018-05-14"
"随手拍，我眼中的LSI---生命科学研究院第三届摄影大赛通知 2018-05-14"
"关于召开浙江大学政府会计制度培训会的通知 2018-05-14"
"关于香港科技大学工学院举办的研究生课程宣讲会通知 2018-05-14"
"浙江大学后勤集团小学教师公开招聘资格复审及考试通知 2018-05-14"
"劳务派遣人员招聘启事（派遣至浙江大学化学系） 2018-05-14"
"关于启动浙江大学第二期青工系统“一院一品”青年文化月活动立项申报的通知 2018-05-14"
"社科院关于做好2018年度杭州市社科规划“民营经济发展与相关政策研究”专项课题申报工作的通知 2018-05-14"
"科研院关于临近空间科学实验系统先导专项预先研究课题2018年度指南征集的通知 2018-05-14"
"社科院关于征集甲骨文等古文字研究与应用专项科研选题的通知 2018-05-14"
"中共浙江大学委员会关于学习贯彻习近平总书记在北京大学师生座谈会上重要讲话精神的通知 2018-05-14"
"关于招募2018年“创青春”浙大双创杯全国大学生创业大赛志愿者的通知  2018-05-14"
"劳务派遣人员招聘启事（派遣至转化医学研究院冯宇雄老师课题组） 2018-05-14"
"劳务派遣人员招聘启事（派遣至浙江大学建筑工程学院土木工程测试中心） 2018-05-14"
"社科院转发：关于参加 “社会科学研究方法”前沿论坛的通知 2018-05-14"
"关于举办浙江大学第三届海洋科技文化节主题征文比赛活动的通知 2018-05-11"
"劳务派遣人员招聘启事（派遣至浙江大学外语学院） 2018-05-11"
"劳务派遣人员招聘启事(派遣至浙江大学基础医学系） 2018-05-11"
"劳务派遣人员招聘启事（派遣至浙江大学医学院朱善宽教授课题组） 2018-05-11"
"劳务派遣人员（派遣至浙江大学电气工程学院） 2018-05-11"
"社科院关于2019年度省科技厅软科学研究计划项目申报通知 2018-05-11"
"劳务派遣人员招聘启事（派遣至信电学院智能电子系统研究所） 2018-05-11"
"派遣人员招聘启事（派遣至浙江大学化学系） 2018-05-11"
"科研院转发国家自然科学基金委员会关于“关于2019年度国家自然科学基金委员会与波兰国家科学中心合作研究项目的预通知”的公告 2018-05-11"
"“老书的故事——向先辈致敬”开展的通知 2018-05-11"
"研究生院关于申请2018年浙江大学人文社科专业博士生境外交流基金的通知 2018-05-10"
"关于招募浙江省第十五届大学生运动会网球比赛志愿者的通知  2018-05-10"
"科研院关于征集中央高校基本科研业务费（自然科学领域） 校长专项立项建议的通知 2018-05-10"
"科研院转发国家自然科学基金委员会关于“2018年度国家自然科学基金委员会与捷克科学院合作交流项目指南”的公告 2018-05-10"
"关于举办第61期“育人强师”共青团和青年工作专题培训班的通知 2018-05-09"
"关于举办浙江大学第十期“薪火”团干研修计划之井冈山专题培训班的通知  2018-05-09"
"关于2018年度浙江大学“马克思主义理论和中国特色社会主义研究与建设工程”专项项目的公示 2018-05-09"
"劳务派遣人员招聘启事（派遣至浙江大学农学院植物精准育种研究院） 2018-05-09"
"劳务派遣人员招聘启事（派遣至浙江大学光华法学院） 2018-05-09"
"劳务派遣人员招聘启事（派遣至浙江大学控制学院） 2018-05-09"
"2018年浙江大学管理能力专项培训班开课通知 2018-05-09"
"浙江大学关于浙江大学文艺学研究所等研究机构负责人调整及事项变更的通知 2018-05-09"
"校计生办关于发放2018年独生子女父母奖励费的通知 2018-05-09"
"关于2018年浙江大学文科重点领域研究培育项目的公示 2018-05-09"
"【持续更新】关于开展2018年浙江大学研究生创新实践系列选拔赛的通知 2018-05-09"
"浙江大学第十六届大学生数学建模竞赛试题 2018-05-09"
"浙江大学关于成立、调整部分研究所及环境与资源学院部分研究所负责人调整的通知 2018-05-09"
"关于开展《形势与政策Ⅱ》课程教学督导工作的通知 2018-05-08"
"关于组织申报本科教学科教协同项目的通知 2018-05-08"
"劳务派遣人员招聘启事（派遣至浙江大学物理学系） 2018-05-08"
"人武部关于杭州市“5.12”试鸣防空防灾警报的通知 2018-05-08"
"关于五月份校领导接待群众来访安排的通知 2018-05-08"
"科研院转发国家自然科学基金委员会关于发布”组织器官区域免疫特性与疾病重大研究计划2018年度项目指南”的通告 2018-05-08"
"科研院转发国家自然科学基金委员会关于发布”青藏高原地-气耦合系统变化及其全球气候效应重大研究计划2018年度项目指南”的通告 2018-05-08"
"社科院关于集中受理教育部人文社会科学研究一般项目结项的通知（2018年上半年） 2018-05-08"
"劳务派遣人员招聘启事（派遣至浙江大学动物科学学院钟伯雄教授课题组） 2018-05-08"
"科研院关于韩国三星技术院征集2018年全球研究拓展项目的通知 2018-05-07"
"科研院转发科技部国际合作司关于征集中国-捷克科技合作委员会第43届例会交流项目的通知 2018-05-07"
"劳务派遣人员招聘启事（派遣至浙江大学能源工程学院） 2018-05-07"
"劳务派遣人员招聘启事（派遣至浙江大学创新创业学院） 2018-05-07"
"关于加强规范家具配置和采购管理的通知 2018-05-07"
"社科院关于清理2012-2014年度省社科规划逾期未结项课题的通知 2018-05-07"
"浙江大学第七届永平奖教金投票评选活动即日开始 2018-05-07"
"浙江大学2018年上半年实验技术等其他专业技术岗位校内招聘启事 2018-05-07"
"劳务派遣人员招聘启事（派遣至浙江大学医学院陈晓老师课题组） 2018-05-07"
"关于对2018年中央高校基本科研业务费重大基础理论研究专项拟立项项目进行公示的通知 2018-05-07"
"社科院关于集中受理国家社科基金各类项目结项的通知 （2018年上半年） 2018-05-07"
"信息技术中心关于举办MATLAB&SIMULINK培训讲座的通知 2018-05-07"
"会计核算中心关于调整华家池校区不等候预约报销单自助接单机放置地点的温馨提示 2018-05-07"
"浙江大学印发《浙江大学科技项目过程管理办法》的通知 2018-05-07"
"关于加强和改进《形势与政策Ⅱ》课程建设的实施意见 2018-05-07"
"浙江大学关于公布2018年度浙江大学中央高校基本科研业务费项目（自然科学领域）的通知 2018-05-07"
"劳务派遣人员招聘启事（派遣至浙江大学发展联络办公室） 2018-05-07"
"劳务派遣人员招聘启事（派遣至浙江大学化工学院曹堃教授课题组） 2018-05-07"
"中共浙江大学委员会办公室 浙江大学校长办公室关于举行纪念建校121周年系列活动的通知 2018-05-04"
"社科院关于统计2017年度浙江大学人文社会科学校级奖励成果的通知 2018-05-04"
"中共浙江大学委员会关于开展先进基层党组织优秀共产党员 优秀党务工作者评选表彰活动的通知 2018-05-04"
"研究生院关于公示浙江大学争创优秀博士学位论文资助2018年第一期拟资助名单的通知 2018-05-04"
"科研院转发国家自然科学基金委员会管理科学部2018年第2期应急管理项目《促进我国经济由高速增长转向高质量发展研究》申请说明 2018-05-04"
"劳务派遣人员招聘启事（派遣至浙江大学化工学院化学工程联合国家重点实验室） 2018-05-04"
"劳务派遣人员招聘启事（派遣至浙江大学药学院） 2018-05-04"
"中共浙江大学委员会印发《浙江大学“党建先锋奖”评选办法》的通知 2018-05-04"
"关于TWB台湾学术书籍数据库的开通试用通知 2018-05-04"
"关于浙江大学第一期青知计划学员招募选拔的通知 2018-05-03"
"社科院关于2018年浙江大学学科交叉预研专项项目的公示 2018-05-03"
"社科院关于申报2019年度浙江省哲学社会科学规划课题的通知 2018-05-03"
"校团委关于召开院级团委书记理论学习会的通知   2018-05-03"
"关于开展浙江大学第八届研究生“五好”导学团队评选活动的通知 2018-05-03"
"心理健康教育与咨询中心关于举办会心讲坛第五讲“奔跑流汗VS虚度人生-健康人格养成”主题讲座的通知 2018-05-03"
"心理健康教育与咨询中心关于开展第16期“冥想减压”团体辅导的通知 2018-05-03"
"关于开展浙江省社会主义学院“新时代非公有制经济两个健康发展”课题招标的公告 2018-05-03"
"社科院关于征集杭州市社科联 杭州市社科规划办《成果要报》稿件的通知 2018-05-03"
"社科院关于做好2018年度浙江省体育局体育哲学社会科学研究项目申报工作的 2018-05-03"
"浙江大学2018年党政管理等事业性质岗位公开招聘拟录用人员公示 2018-05-03"
"浙江大学2018年国际化工作专项岗位公开招聘拟录用人员公示 2018-05-03"
"关于制定2018年度全面深化改革项目实施方案的通知 2018-05-03"
"本科生院关于做好2017-2018学年夏学期开学工作的温馨提示 2018-05-03"
"浙江大学关于同意王可等49名本科学生转专业的决定 2018-05-03"
"浙江大学关于发展规划处等单位内设机构负责人职务任免的通知 2018-05-03"
"浙江大学关于后勤管理处内设机构调整的通知 2018-05-03"
"离退休工作处关于2018年5月份接待群众来访安排的通知 2018-05-03"
"科研院转发浙江省科学技术厅关于组织2019年度省重点研发计划项目申报的通知  2018-05-02"
"会计核算中心经费认领公告 2018-05-02"
"关于CNKI八个数据库的开通试用通知 2018-05-02"
"浙江大学生命科学研究院关于举办第二届研究生学术节的通知 2018-05-02"
"中共浙江大学委员会办公室转发关于开展浙江大学第九届“三育人”先进集体标兵评选活动方案的通知 2018-05-02"
"关于招募第五届世界互联网大会志愿者的通知  2018-05-02"
"劳务派遣人员招聘启事（派遣至浙江大学发展联络办公室） 2018-05-02"
"科研院转发2018年度国家自然科学基金委员会与英国工程与自然科学研究理事会合作研究项目指南的通告 2018-05-02"
"科研院转发2018年度国家自然科学基金委员会与法国国家科学研究中心合作交流项目指南的通告 2018-05-02"
"关于联合国教科文组织公开选拔的通知 2018-05-02"
"中国知网大学生论文检测系统院系级用户使用培训通知 2018-05-02"
"本科生院和后勤处关于2017-2018学年春学期紫金港校区考场监考老师乘车安排 2018-04-29"
"关于玉泉校区网络用户服务前台暂停服务的通知 2018-04-29"
"关于举办学习贯彻习近平新时代中国特色社会主义思想和党的十九大精神集中培训班的通知 2018-04-28"
"劳务派遣人员招聘启事（派遣至浙江大学电气工程学院） 2018-04-28"
"关于召开浙江大学第七届永平奖候选人师生见面会暨网络投票启动会的通知 2018-04-28"
"关于做好2018年享受政府特殊津贴人员选拔推荐工作的通知 2018-04-28"
"浙江大学关于蒋科具有高级会计师职务任职资格的通知  2018-04-28"
"关于举办浙江大学第三届海洋科技文化节活动的通知 2018-04-28"
"关于对第四届浙江大学学生人文社会科学研究优秀成果奖复审结果进行公示的通知 2018-04-27"
"后勤集团水电中心关于暂停使用紫金港校区部分大楼中央空调的通知 2018-04-27"
"关于2018年浙江大学管理能力专项培训班报名的通知 2018-04-27"
"关于举办浙江大学“捷昌驱动杯”创业点子秀活动的通知 2018-04-27"
"会计核算中心经费认领公告 2018-04-27"
"本科生院关于启动新一轮通识选修课程申报工作的通知 2018-04-27"
"劳务派遣人员招聘启事（派遣至浙江大学数学高等研究院（筹）） 2018-04-27"
"劳务派遣人员招聘启示（派遣至浙江大学转化医学研究院） 2018-04-27"
"浙江大学紫金创业元空间2018年第一批创业项目入驻选拔通知 2018-04-27"
"温馨提示：2018年5月2至6日本科课程春学期期末考试 2018-04-27"
"劳务派遣人员招聘启事（派遣至浙江大学公共管理学院） 2018-04-26"
"社科院关于开展2018年度国家语委科研项目申报工作的通知 2018-04-26"
"社科院转发：关于征集2018年全国青年体育理论研讨会论文的通知 2018-04-26"
"社科院关于申报2018年国家体育总局决策咨询研究项目的通知（5月2日更新） 2018-04-26"
"营业用房公开招租公告（紫金港校区东教学楼学生文化长廊6号空间） 2018-04-26"
"劳务派遣人员招聘启事（派遣至浙江大学馥莉食品研究院） 2018-04-26"
"劳务派遣人员招聘启事(派遣至浙江大学人文学院古籍研究所) 2018-04-26"
"劳务派遣人员招聘启事（派遣至浙江大学医学院孙洁研究员课题组） 2018-04-26"
"劳务派遣人员招聘启事（派遣至浙江大学数学科学学院） 2018-04-26"
"劳务派遣人员招聘启事（派遣至浙江大学外语学院） 2018-04-26"
"营业用房公开招租公告（西溪校区启真名苑10幢106号商铺） 2018-04-26"
"营业用房公开招租公告（体育场路136-3号商铺） 2018-04-26"
"营业用房公开招租公告（昙花庵路290-1、290-2号商铺） 2018-04-26"
"营业用房公开招租公告（昙花庵路284-4号商铺） 2018-04-26"
"营业用房公开招租公告（昙花庵路284-2号商铺） 2018-04-26"
"营业用房公开招租公告（昙花庵路282-1号商铺） 2018-04-26"
"营业用房公开招租公告（定安路46号三楼） 2018-04-26"
"浙江大学关于宋文坚职务任免的通知 2018-04-26"
"浙江大学关于启动2018年研究生暑期社会实践有关工作的通知 2018-04-25"
"关于正式订购“知识视界”视频教育资源库的通知 2018-04-25"
"中共浙江大学委员会关于公布第四批优秀“五好”党支部名单的通知 2018-04-25"
"关于推选参加2018第二届浙大制造•科技生活双年展的通知 2018-04-25"
"关于举办浙江大学第六届大学生广告创意设计竞赛的通知 2018-04-25"
"科研院转发国家自然科学基金委员会关于发布“2018年度国家自然科学基金委员会与俄罗斯基础研究基金会合作交流项目指南”的通告 2018-04-25"
"科研院转发国家自然科学基金委员会关于发布“2018年度国家自然科学基金委员会与英国工程与自然科学研究理事会合作研究项目指南”的通告 2018-04-25"
"关于选派2018年度省“151人才工程”培养人员出国进修的通知 2018-04-25"
"劳务派遣人员招聘启事（派遣至浙江大学医学院纪俊峰教授课题组） 2018-04-24"
"关于召开2018年院系预算编制培训会的通知 2018-04-24"
"浙江大学印发《浙江大学合同管理办法（试行）》的通知 2018-04-24"
"科研院关于转发2019年度浙江省自然科学基金委员会-浙江省数理医学学会联合基金申请的通知 2018-04-24"
"科研院关于转发2019年度浙江省自然科学基金委员会-中国电建集团华东勘测设计研究院有限公司联合基金申请的通知 2018-04-24"
"科研院转发科技部国际合作司关于征集中国—匈牙利科技合作委员会例会交流项目的通知 2018-04-24"
"浙江大学2018年拟录用人员名单公示（八） 2018-04-24"
"关于召开《求是忆念录》、《遗珍逸文》新书发布暨钱克仁先生档案史料捐赠仪式的通知 2018-04-24"
"浙江大学关于公布2018年4月退休人员名单的通知 2018-04-24"
"会计核算中心经费认领公告 2018-04-24"
"关于The Rockefeller University Press期刊数据库的开通试用通 2018-04-24"
"浙江大学关于徐娟等3人具有专业技术高级职务任职资格的通知 2018-04-24"
"浙江大学关于公布2018年春季授予学士学位名单的通知 2018-04-24"
"浙江大学关于公布2018年春季博士、硕士毕业生名单的通知 2018-04-24"
"党委组织部、校团委关于在全校青年教职工中公开选拔校团委兼职副书记的通知 2018-04-23"
"关于浙江大学青年马克思主义者（学生骨干）培养学院第十一期学员招生的通知  2018-04-23"
"本科生院关于做好2017-2018学年春学期期末考试工作的通知 2018-04-23"
"关于做好4月勤工助学报酬录入的通知 2018-04-23"
"科研院关于召开2018年“世界知识产权日”主题讲座暨第二期知识产权培训的通知 2018-04-23"
"浙江大学校长办公室关于成立浙江大学紫金港校区西区文科类组团搬迁领导小组和工作小组的通知 2018-04-23"
"关于召开浙江大学八届一次教代会提案送达会议的通知 （时间更新） 2018-04-23"
"浙江大学关于调整浙江大学创新创业学院负责人的通知 2018-04-23"
"浙江大学关于申报2018年高等教育国家级教学成果奖推荐成果的公示 2018-04-23"
"中共浙江大学委员会 浙江大学印发《浙江大学进一步深化综合改革实施方案》的通知 2018-04-20"
"关于Science of Synthesis数据库的开通试用通知  2018-04-20"
"LSI Mini-symposium on Genome Evolution 2018-04-20"
"关于2017-2018学年夏季学期研究生课程网上选课的温馨提示 2018-04-20"
"浙江大学国际教育学院专职对外汉语教师招聘启事 2018-04-20"
"研究生院关于公布“博士研究生学术新星培养计划” 2018年第一批获资助名单的通知 2018-04-20"
"本科生院关于2018-2019学年秋冬学期通识选修课开课确认通知 2018-04-20"
"劳务派遣人员招聘启事（派遣至浙江大学医学院蒋晞研究员课题组） 2018-04-19"
"关于公示浙江大学2018年本科生国家级、省级、校级创新创业训练计划项目名单的通知 2018-04-19"
"关于做好2018年本科教学实习工作的通知 2018-04-19"
"科研院转发关于组织2019年度浙江省实验动物科技计划项目申报的通知 2018-04-19"
"关于玉泉校区无偿献血的通知 2018-04-19"
"科研院关于转发浙江省科学技术厅 浙江省自然科学基金委员会关于做好2019年度省基础公益研究计划项目申请工作的通知 2018-04-19"
"科研院转发关于开展2019年度浙江省分析测试科技计划项目申报的通知(预申报截止时间更新） 2018-04-19"
"劳务派遣人员招聘启事（派遣至浙江大学传媒学院） 2018-04-19"
"劳务派遣人员招聘启事（派遣至浙江大学建筑工程学院土木工程测试中心） 2018-04-19"
"浙江大学关于公布2018年春季授予博士、硕士学位名单的通知 2018-04-19"
"浙江大学后勤集团公开招聘小学教师公告 2018-04-19"
"科研院转发国家自然科学基金委员会关于发布精密测量物理重大研究计划2018年度项目指南的通告 2018-04-18"
"科研院转发国家自然科学基金委员会医学科学部关于征集重大项目立项领域建议的通告 2018-04-18"
"浙江大学关于公布2018届浙江大学优秀毕业研究生（第一批）名单的通知 2018-04-18"
"中共浙江大学委员会关于同意浙江大学第八届教职工代表大会第二十二届工会会员代表大会选举结果的批复 2018-04-18"
"浙江大学审计结果公告 2018-04-18"
"浙江大学国际化工作岗位公开招聘学校面试通知 2018-04-18"
"本科生院关于2017-2018学年春学期课堂教学质量评价工作的通知 2018-04-17"
"宣传部、光华法学院、纪委办（监察处）、学工部、研工部、就业指导中心、校团委、外事处关于举行浙江大学第十七届法文化月开幕式的通知 2018-04-17"
"科研院关于召开浙江大学西湖学术论坛第180次会议——“软体机器人与智能器件力学”研讨会暨军民融合战略与技术发展论坛 2018-04-17"
"关于举行“红色追梦——双创新长征”活动出征仪式暨浙江大学“N·E·W·创”系列活动启动仪式的通知 2018-04-17"
"关于举行浙江大学学生“习近平新时代中国特色社会主义思想”研习会成立仪式的通知 2018-04-17"
"西溪校区安全用电培训通知 2018-04-17"
"关于举行“书记有约”活动的通知 2018-04-16"
"关于公布西湖区块人才专项房第一、二批补充申购排队计分二榜的通知 2018-04-16"
"劳务派遣人员招聘启事（派遣至浙江大学能源工程学院） 2018-04-16"
"劳务派遣人员招聘启事（派遣至浙江大学国际联合学院） 2018-04-16"
"社科院关于2018年度上海市人民政府决策咨询研究重点课题公开招标的通知 2018-04-16"
"关于四月份校领导接待群众来访安排的通知 2018-04-16"
"外语学院关于举办浙江大学首届德语风采大赛的通知 2018-04-16"
"外语学院关于举办浙江大学2018年德语配音大赛的通知 2018-04-16"
"浙江大学教育基金会关于2018年度校级外设学生对外交流基金资助项目申请的通知 2018-04-13"
"劳务派遣人员招聘启事(派遣至浙江大学保卫处) 2018-04-13"
"科研院转发科技部关于政府间/港澳台重点专项2018年度项目申报指南注意事项及联合申报信息的通知 2018-04-13"
"科研院转发国家自然科学基金委员会医学科学部关于征集重大项目立项领域建议的通告 2018-04-13"
"会计核算中心经费认领公告 2018-04-13"
"关于加强党建活动经费使用管理的规定 2018-04-13"
"会计核算中心境外汇款认领公告 2018-04-13"
"关于英国药典数据库的开通试用通知 2018-04-13"
"浙江大学关于公布2017年度校级先进工作者名单的通知 2018-04-13"
"关于本科生学科竞赛项目备案及认定的通知 2018-04-12"
"劳务派遣人员招聘（派遣至浙江大学医学院周春研究员课题组） 2018-04-12"
"劳务派遣人员招聘启事（派遣至浙江大学信电学院徐明生老师课题组） 2018-04-12"
"劳务派遣人员招聘启事（派遣至浙江大学能源工程学院） 2018-04-12"
"基本建设处关于遵义西路东延伸段与迪臣路交叉路口附近绿化迁移事宜公示 2018-04-12"
"浙江大学关于做好2018年博士研究生招生录取工作的通知 2018-04-12"
"科研院转发国家自然科学基金委员会关于发布2018年度国家自然科学基金委员会与英国文化协会双边研讨会项目指南的通告 2018-04-12"
"科研院转发国家自然科学基金委员会关于发布2018年度国家自然科学基金委员会与瑞典研究理事会合作研究项目指南的通告 2018-04-12"
"关于推荐浙江省高校教师教学发展培训专家的通知 2018-04-12"
"浙江大学关于应颂敏任职的通知 2018-04-12"
"中共浙江大学委员会关于王立忠等同志任职的通知 2018-04-12"
"浙江大学2018年党政管理等事业性质岗位公开招聘面试通知 2018-04-12"
"浙江大学关于彭玉生免职的通知  2018-04-12"
"浙江大学2018～2019学年接受国内访问学者招生简章 2018-04-12"
"关于召开浙江大学第四次文科大会的通知 2018-04-11"
"科研院转发国家自然科学基金委员会关于发布2018年度国家自然科学基金委员会与英国国家科研与创新署合作研究项目申请指南的通告 2018-04-11"
"科研院关于召开浙江大学西湖学术论坛第179次会议— “柔性电子材料与器件-光伏与显示”研讨会的通知 2018-04-11"
"科研院关于征集中央高校基本科研业务费（自然科学领域） 校长专项立项建议的通知 2018-04-11"
"继续教育管理处关于召开全校继续教育工作会议的通知 2018-04-11"
"关于组织2017年国创、省创、校SRTP、院SRTP立项项目结题验收的通知 2018-04-11"
"劳务派遣人员招聘启事（派遣至浙江大学国际联合学院） 2018-04-11"
"劳务派遣人员招聘启事（派遣至信电学院徐明生老师课题组） 2018-04-11"
"劳务派遣人员招聘启事（派遣至浙江大学生命科学研究院） 2018-04-11"
"劳务派遣人员招聘启事（派遣至浙江大学外事处） 2018-04-11"
"关于Bloomsbury collections电子图书数据库的开通试用通知  2018-04-11"
